序號	單元	答案	題目
362	2	34	在電子郵件寄送時，可以進行加密設定，沒有收件者的私鑰來進行解密將無法看到內容，下列何者是被郵件加密所保護的內容？(1)收件者帳號(2)主旨(3)附加檔案(4)郵件內容。
363	2	123	當使用者的電子郵件地址列在郵件的「副本密送」(Blind Copy To)時，他可以看到這份郵件的哪些收件人？(1)正本收件者(2)副本收件者(3)自己的郵件地址(4)其他副本密送的收件者。
364	2	124	在關聯式資料庫系統中，SQL語言包含哪些類型？(1)DDL(2)DML(3)DHL(4)DCL。
365	2	124	在關聯式資料庫系統中，資料表的主鍵 (Primary Key) 應具備哪些特性？(1)識別記錄的唯一性(2)非空值(Not Null)(3)必須是數值(4)不可以重複。
366	2	123	在關聯式資料庫系統中，哪些指令會造成資料表紀錄的刪除？(1)DELETE TABLE(2)DROP TABLE(3)TRUNCATE TABLE(4)ERASE TABLE。
367	2	124	對於關聯式資料庫中的視界(View)，下列哪些敘述是正確的？(1)可以合併多個資料表成為一個視界(2)可以選擇使用不同資料表中的不同欄位組成視界(3)視界只能從資料表中取得資料(4)視界可以隱藏來源資料表的欄位資訊。
368	2	1	在文書處理軟體Microsoft Word 2003中，關於「複製」的敘述，下列何者錯誤？(1)可以複製另一文件的版面配置(2)如果複製一段文字，在貼上時不想要連格式一起貼上，則可以使用選擇性貼上「未格式化的文字」(3)可以從試算表軟體中複製一個表格並貼在文件中(4)可以從影像處理軟體中複製一個圖片貼在文件中。
369	2	123	Microsoft Word 2010中，儲存格無法填入下列哪些網底？(1)圖片(2)漸層(3)材質(4)佈景主題色彩。
370	2	134	下列何者是物件導向資料庫管理系統的特性？(1)資料獨立性(2)資料正規化(3)定義類別屬性(4)封裝。
371	2	234	在Photoshop CS6中，在選取內容範圍時，哪些工具不會使用顏色接近方法來做判別？(1)魔術棒工具(2)套索工具(3)矩形工具(4)筆刷工具。
372	2	123	在一般的影像處理軟體中，有哪些色彩屬性？(1)色相(Hue)(2)飽和度(Saturation)(3)亮度(Lightness)(4)解析度(Resolution)。
373	2	12	對於影像的處理及使用，哪些影像處理模式的描述為正確？(1)Photoshop是點陣影像為主，向量影像為輔(2)Illustrator是向量影像為主，點陣影像為輔(3)Photoshop是向量影像為主，點陣影像為輔(4)Illustrator是點陣影像為主，向量影像為輔。
374	2	234	關於BT (Bit Torrent) 軟體的敘述，下列何者有誤？(1)愈多使用者同時擁有檔案片段，並提供其他使用者進行下載，會加快下載速度(2)BT軟體網站擁有高速專線下載(3)BT軟體會自動搜尋最快的下載網點來進行下載(4)BT軟體佔用的CPU資源較少。
375	2	234	下列何者是P2P下載軟體？(1)FTP(2)eMule(3)Bit Torrent(4)FOXY。
376	2	134	當使用者連上網路後，打開瀏覽器時，發現不斷跳出國外廣告內容，下列何者非造成這個現象的可能原因？(1)硬碟剩餘空間不足(2)首頁綁架(3)網路頻寬不足(4)網路守門員。
377	2	234	下列哪些是Microsoft Word 2013可以編修檔案的副檔名？(1)docs(2)docx(3)doc(4)rtf。
378	2	1234	網站上的任一網頁可以包含下列哪些項目？(1)Javascript(2)文字資料(3)超連結(Hyper Links)(4)CSS。
379	2	3	在文書處理軟體Microsoft Word XP中，下列資訊何者會出現在狀態列中？(1)日期(2)輸入法(3)行數(4)總字數。
380	2	134	關於Microsoft Access 2013表單設計的敘述，下列哪些正確？(1)切換至版面配置檢視可以修改表單(2)在資料表欄位名稱按一下即可修改其名稱(3)可以自由變更欄位大小(4)可以套用佈景主題以變更樣式。
381	2	23	有關藍芽(Bluetooth)技術的敘述，下列哪些正確？(1)主要使用紫外線傳輸(2)常應用於手機或筆記型電腦(3)可作為短距離無線傳輸媒介(4)具有傳輸夾角的限制。
382	2	234	資料庫交易管理所提之ACID包含下列哪些項目？(1)Automatic(2)Consistency(3)Durability(4)Isolation。
383	2	123	下列哪些不是概念資料模型？(1)網路式資料庫模型(2)階層式資料庫模型(3)關聯式資料庫模型(4)實體關聯模型。
384	2	123	下列哪些是關聯式資料庫的組成要素？(1)資料表(2)Meta Data(3)索引(4)管理軟體。
385	2	134	下列哪些是資料庫正規化的目的？(1)除去重複性資料(2)資料不分類別集中在一起處理(3)以數個不重複的資料表儲存資料(4)確保資料的相依關係。
386	2	1234	下列哪些是Web Page的開發技術？(1)ASP.Net(2)JavaScript(3)PHP(4)JSP。
387	2	124	Microsoft Word 2010中，下列哪些情況可以進行兩表格合併？(1)表格寬度不一致(2)表格欄數不一致(3)文繞圖的表格(4)表格欄寬不一致。
388	2	134	下列哪些圖檔格式常應用於網站？(1)GIF(2)PSD(3)JPEG(4)PNG。
389	2	123	下列哪些是資料探勘(Data Mining)的應用？(1)根據過去屬性觀察值來預測該屬性之未來值(2)按照屬性分門別類建立類組(3)使用統計分析方法尋找資料中有用的特徵及關連性(4)協助尋找遺漏的歷史資料。
390	2	3	在文書處理軟體Microsoft Word 2003中，若在表格中選取多個儲存格後，再按一下「Delete鍵」會執行以下那一個動作？(1)刪除儲存格(2)刪除表格(3)刪除儲存格內容(4)刪除儲存格格式。
391	2	1	在文書處理軟體Microsoft Word XP中，如果將物件以選擇性貼上功能轉成圖片時，相較於一般點陣圖，下列敘述何者為真？(1)此種圖片格式比點陣圖更適用於高品質印表機(2)佔用的空間較多(3)重新顯示的速度較慢(4)色彩較易調整。
392	2	1234	在Microsoft Excel 2013中，下列哪些是可以執行復原的動作？(1)刪除物件(2)設定儲存格格式(3)刪除儲存格(4)另存新檔。
393	2	4	在文書處理軟體Microsoft Word XP中，關於「快速鍵」的敘述，下列何者錯誤？(1)輸入建立不分行空格：Ctrl+Shift+Space(2)移除段落格式：Ctrl+Q(3)放大字型：Ctrl+Shift+＞(4)重複上一個動作：F3。
394	2	1	在文書處理軟體Microsoft Word XP中，如果要在尺規上拖曳定位點符號時顯示距離左右邊界的距離，應配合按著那一個按鍵？(1)Alt(2)Ctrl(3)Shift(4)Tab。
395	2	1	在文書處理軟體Microsoft Word XP中關於「尋找」與「取代」的敘述，下列何者錯誤？(1)無法以「格式」來尋找(2)使用Ctrl+PageDown可以尋找下一個(3)可以區隔半型和全型(4)可以使用*和?等萬用字元。
396	2	2	在文書處理軟體Microsoft Word 2003所製作的表格中，按一下「Delete鍵」會刪除儲存格的那一部分？(1)格式(2)內容(3)註解(4)儲存格。
397	2	2	在試算表軟體Microsoft Excel XP中，在欄A和欄B之間的邊線上按二下，可以設定以下那一項？(1)設定欄A和欄B一樣寬(2)欄A設定最適合欄寬(3)欄B設定最適合欄寬(4)設定欄A的寬度為欄B寬度。
398	2	4	在試算表軟體Microsoft Excel XP中，下列那一種方式無法切換工作表？(1)在標籤捲軸上按一下右鍵，再選取一個工作表(2)在工作表索引標籤上想要的工作表上按一下(3)使用Ctrl+PageUp鍵切換(4)按一下Alt+Tab鍵。
399	2	4	在試算表軟體Microsoft Excel XP中，外部資料所接受的檔案格式不包括下列那一種？(1)Office資料庫(*.odc)(2)Access專案(*.ade)(3)Web查詢(*.iqy)(4)PowerPoint(*.ppt)。
400	2	3	在試算表軟體Microsoft Excel XP中，在選取工作表中的一個圖表後按一下「列印」按鈕，會產生以下那一個結果？(1)列印整個活頁簿(2)列印整個工作表(3)只列印這個圖表(4)列印儲存格的內容。
401	2	4	在試算表軟體Microsoft Excel XP中，以下那一種方法無法列印整本活頁簿內容？(1)選取所有工作表成為一15個群組，再按一下「列印」按鈕(2)開啟[列印]對話框，選取[整個活頁簿]選項，按一下[確定]按鈕(3)選取所有工作表成為一個群組，開啟[列印]對話框，選取[選定工作表]選項，按一下[確定]按鈕(4)開啟檔案後，直接按一下「列印」按鈕。
402	2	1	在文書處理軟體Microsoft Word XP中，使用「Ctrl+Home」快速鍵，可完成何種工作？(1)移到文件的起始端(2)移到游標所在的句首(3)至上一頁(4)移到文件最尾端。
403	2	1	在試算表軟體Microsoft Excel 2003中，在公式中的儲存格參照運算子「：」表示為以下何者？(1)一段儲存格範圍(2)兩個儲存格範圍取聯集(3)兩個儲存格範圍取交集(4)一個儲存格。
404	2	2	在試算表軟體Microsoft Excel XP中，在一空白工作表上貼上從另一工作表複製的儲存格格式、但不包括值，則下列操作方法何者正確？(1)選擇「編輯」/「貼上」(2)選擇「編輯」/「選擇性貼上」/「格式」(3)使用Ctrl+v鍵(4)無法做到。
405	2	2	在試算表軟體Microsoft Excel XP中，若在公式中要使用文字聯結的運算子，應使用以下那一個字元？(1)^(2)&(3)$(4)%。
406	2	1	在試算表軟體Microsoft Excel XP中，關於「複製」的敘述，下列何者錯誤？(1)當選取工作表中所有儲存格，複製並貼到另一個工作表時，也包含複製其版面配置(2)可以從文書處理軟體(例如Microsoft Word)複製一個表格(3)可以複製一個儲存格的格式到另一個儲存格上(4)可以複製一個公式，但只貼上公式的結果。
407	2	3	在試算表軟體Microsoft Excel XP中，關於「視窗」的敘述，下列何者正確？(1)只能將視窗垂直分割，無法將視窗水平分割(2)凍結窗格後，固定不動的儲存格無法修改其內容(3)不管分割為幾個視窗，只要在其中一個視窗做修改，每個分割視窗中的內容均會同步被修改(4)分割視窗後，可以使用滑鼠來改變分割視窗的大小，而凍結窗格無法被改變凍結區。
408	2	4	在試算表軟體Microsoft Excel XP中，關於「文件結構」的敘述，下列何者錯誤？(1)一個工作表中最多有65536列(2)一個工作表中最多有256欄(3)一個活頁簿中最多可以容納256個工作表(4)每個儲存格最多可以輸入64個字元。
409	2	2	在試算表軟體Microsoft Excel XP中，另存成HTML時也選取了「加入互動功能」，即表示發佈的網頁(1)具有動畫效果(2)以Office試算表形式顯示資料庫(3)資料以圖表方式顯示(4)可以進行線上問答。
410	2	2	在試算表軟體Microsoft Excel XP中，關於「儲存格位址」的敘述，下列何者錯誤？(1)若要設定欄或列為絕對位址則加上「$」符號(2)設定相對位址的欄或列，在複製公式時不會被改變其位址(3)儲存格位址的表示法為「欄名列號」(4)在公式中使用儲存格位址，也可以一個「名稱」來取代。
411	2	4	在試算表軟體Microsoft Excel XP中，關於「儲存格格式」的敘述，下列何者錯誤？(1)如果要隱藏儲存格的內容不顯示，則設定為「;;」(2)如果要表示分數，則整數和分數之間要以一個「空格」分隔(3)如果要設定顏色要以「[ ]」含括(4)若只要顯示有效位數．則使用「％」。
412	2	2	在試算表軟體Microsoft Excel XP中，「設定工作表保護的範圍」不包含以下那一個項目？(1)內容(2)顯示比例(3)分析藍本(4)物件。
413	2	4	在文書處理軟體Microsoft Word XP中，如果想要對一份文件加以保護時，下列敘述何者錯誤？(1)要控制文件的開啟，可以設定保護密碼(2)要控制文件的修改，可以設定防寫密碼(3)當將文件另存為另一個檔案時，密碼仍可以延用(4)如果已設定防寫密碼，將無法複製文件的內容。
414	2	3	在試算表軟體Microsoft Excel XP中，關於「保護活頁簿」的敘述，下列何者錯誤？(1)可以保護活頁簿使之無法插入新的工作表(2)可以保護活頁簿使視窗無法改變大小(3)活頁簿中各個工作表的儲存格內容無法修改(4)密碼可以設定為空的(沒有任何字元)。
415	2	1	在試算表軟體Microsoft Excel XP中，關於「資料篩選」的敘述，下列何者錯誤？(1)可以依特定公式篩選記錄(2)可以篩選出某一個數值或文字的記錄(3)可以依百分比來篩選一定數量的記錄(4)可以使用邏輯運算「且」、「或」來進行篩選。
416	2	4	在試算表軟體Microsoft Excel XP中，關於「合併活頁簿」的敘述，下列何者錯誤？(1)開啟要合併的活頁簿標題欄會顯示「[共用]」(2)在建立活頁簿副本前必須設定「標示編修處」(3)在活頁簿副本中有變動的儲存格左上角會有一個三角形記號(4)一但合併的結果不滿意，只要按一下「復原」按鈕即可以還原。
417	2	4	在試算表軟體Microsoft Excel XP中，關於「小數點問題」的敘述，下列何者錯誤？(1)如果儲存格的小數位數過長，會顯示四捨五入的結果(2)如果將一個數代入Int()函數，其結果為等於或小於該數之整數(3)允許使用者設定在運算時以顯示值為準(4)使用RAND()函數可以將具有小數的數值四捨五入。
418	2	1	在試算表軟體Microsoft Excel XP中，下列敘述何者錯誤？(1)如果要設定起始頁碼，則應在頁首和頁尾中設定(2)在版面設定的「縮放比例」功能，可以將A4版面的內容放大為B4的大小(3)在版面設定中可以將文件設定列印結果要佔幾頁(4)在版面設定中可以設定「循欄列印」或「循列列印」。
419	2	4	在試算表軟體Microsoft Excel XP中，關於「工作表版面設定」的敘述，下列何者錯誤？(1)可以設定列印格16線(2)可以設定列印欄名列號(3)可以設定每面重覆的標題列或標題欄(4)可以設定只列印儲存格中的公式，而不列印公式的結果。
420	2	1	在試算表軟體Microsoft Excel XP中，關於「列印一段儲存格範圍或圖表」的敘述，下列何者錯誤？(1)選取一段儲存格範圍後按一下「列印」按鈕(2)在版面設定中的工作表標籤中設定列印範圍(3)選取一段儲存格範圍後，在「列印」對話框中選取「選定範圍」(4)選取一個圖表後按一下「列印」按鈕，則只會列印該圖表。
421	2	2	在試算表軟體Windows Excel XP中，關於「統計圖表」的敘述，下列何者錯誤？(1)若要將一個快取圖案置於統計圖表中，則應先選取統計圖表，然後再插入該圖案，否則該圖案不會在統計圖表中(2)相同數列無法在統計圖表中設定顯示兩次(3)若要在統計圖表中顯示一個儲存格中的內容，則應先選取該儲存格，並拖曳至統計圖表中即可(4)若要在統計圖表中新增一個數列，可以先選取數列所在之儲存格，再拖曳至統計圖表中。
422	2	4	在Microsoft Word 2003環境中，下列關於「合併列印」的敘述，何者正確？(1)可併入Word表格的字型格式設定(2)可併入Excel工作表的儲存格數值設定(3)合併輸出可指定至Access資料庫(4)資料來源如果是Excel檔案，則只能指定一個工作表。
